EVE_TITULO;EVE_DATA_INICIO;EVE_DATA_TERMINO;EVE_REPETIR;EVE_DIA;BAI_DESCRICAO;ETE_DESCRICAO;EVE_DESCRICAO_NORM
REUNIÃO DO CONSELHO LOCAL DE SAÚDE - PARIGOT DE SOUZA;2016-04-19;2016-04-19;1;3;Sítio Cercado;Saúde;informacao tel
REUNIÃO DO CONSELHO LOCAL DE SAÚDE - NOSSA SENHORA APARECIDA;2016-04-20;2016-04-20;1;4;Sítio Cercado;Saúde;informacao tel
REUNIÃO DO CONSELHO LOCAL DE SAÚDE - UMBARÁ I;2016-04-27;2016-04-27;1;4;Umbará;Saúde;informacao tel
REUNIÃO DO CONSELHO LOCAL DE SAÚDE - UMBARÁ II;2016-04-27;2016-04-27;1;4;Umbará;Saúde;informacao tel
REUNIÃO DA COMISSÃO DA MATERNIDADE BAIRRO NOVO;2016-04-28;2016-04-28;1;5;Sítio Cercado;Saúde;informacao tel
Cem Voltas - Matriz;2016-04-06;2016-04-06;0;*;Jardim Botânico;Esporte;informacoes
Aulão de Zumba;2016-04-08;2016-04-08;0;*;Bacacheri;Esporte;informacoes
Torneio Amistoso de Basquetebol;2016-04-09;2016-04-09;0;*;Tinguí;Esporte;informacoes
Encontro Internacional de Graffiti;2016-04-09;2016-04-10;0;*;Sítio Cercado;Cultura;informacoes sobre encontro internacional graffiti raquo oficina grafite portal futuro boqueiraorua pastor antonio polito
Oficina de Grafite;2016-04-11;2016-04-11;0;*;Alto Boqueirão;Cultura;infomracoes
Teatro de Fantoches - Trabalho Infantil;2016-04-05;2016-04-05;0;*;Centro;Simpósios/Similares;nan
Curso Bosque na Escola;2016-04-08;2016-04-08;0;*;Mercês;Cursos;participantes gms coordenadores disciplinares guarda municipal mirim informacoes sup storer
Lei de Diretrizes Orçamentárias - LDO 2017;2016-04-12;2016-04-12;1;3;Cidade Industrial de Curitiba;Eventos Regionais;momento estabelece metas prioridades regional cic exercicio financeiro ano seguinte orienta elaboracao orcamento importante participacao popular sugestoes aplicacao recursos
Exposição de Artesanatos;2016-05-02;2016-05-31;1;"2;3;4;5;6";Cidade Industrial de Curitiba;Cultura;incentivo artesanato local lua sol artesanatos hippie reggaepublico livre
Sessão de Cinema nos Bairros;2016-05-12;2016-05-12;1;5;Cidade Industrial de Curitiba;Cultura;publico dirigido moradores alto bela vista passauna gratuitos
Festival de Música Popular;2016-05-14;2016-05-14;1;7;Portão;Cultura;publico livreingressos gratuitos
Projeto Circulando;2016-05-25;2016-05-25;1;4;Portão;Cultura;apresentacoes culturais artistas gilberto mauricio denis denilson acordeonista gustavo toscanportao culturao fica frente terminal onibus livreingressos gratuitos
4ª ANIVERSÁRIO CMEI ARNALDO AGENOR BERTONE;2016-04-09;2016-04-09;1;7;Sítio Cercado;Educação;infgormacoes tel
Curso de Teclado;2016-04-04;2016-04-25;1;3;Sítio Cercado;Cultura;mpb erudito gospel sertanejo outrosidade partir anosingresso r tel
Curso de Violão Popular;2016-04-07;2016-04-29;1;"5;6";Sítio Cercado;Cultura;genero estilo mpb erudito gospel sertanejo outrosidade partir anosingresso r tel
Programa 144 - Curta Criança 02;2016-04-28;2016-04-28;1;5;Sítio Cercado;Cultura;genero estilo cinemaindade infantilingresso gratuitoinformacoes tel
Orquestra Onirê;2016-04-12;2016-04-28;1;"4;6";Sítio Cercado;Cultura;genero estilo folclore oficina musicalizacao percussao arte educacao estudos diversos ritmos musicais maracatu jongo bumba boi idade adultoingresso gratuito
Comemoração do Aniversário do Mercado Regional Cajuru;2016-04-16;2016-04-16;0;*;Cajuru;Eventos Regionais;nan
I Simposio Nacional de Feiras Livres e Mercado Públicos;2016-04-28;2016-04-29;0;*;Centro;Simpósios/Similares;informacoes acesse link https
Viver Curitiba Caminhando;2016-04-15;2016-04-15;0;*;Cidade Industrial de Curitiba;Esporte;atividade fisica orientada profissionais secretaria municipal esporte lazer
Viver Curitiba Caminhando;2016-04-17;2016-04-17;0;*;Cajuru;Esporte;atividade fisica orientada profissionais secretaria municipal esporte lazer
Brincadeira Tem Hora;2016-04-15;2016-04-15;0;*;Cidade Industrial de Curitiba;Lazer;atividades recreativas toda
PASE Amizade;2016-04-16;2016-04-16;0;*;Capão Raso;Esporte;informacoes
XI Campeonato de Supino CAFI Tatuquara;2016-04-16;2016-04-16;0;*;Tatuquara;Esporte;
Esporte na Praça;2016-04-16;2016-04-16;0;*;Sítio Cercado;Esporte;atividades esportivas todas
Torneio Tênis Classe C e D;2016-04-17;2016-04-17;0;*;Xaxim;Esporte;informacoes
Festival de Skate;2016-04-17;2016-04-17;0;*;Cidade Industrial de Curitiba;Esporte;informacoes
DECRETO DE APROVAÇÃO DO LOTEAMENTO DA VILA ACRÓPOLE (COHAB);2016-04-16;2016-04-16;1;7;Cajuru;Eventos Regionais;documento assinado prefeito gustavo fruet garante regularizacaoda vila obtencao escrituras emissao primeira via carteira trabalho leve documentos distribuicao mudas show banda lefigarroo outras atracoes artisticas brinquedos inflaveis
Feira do Trabalhador;2016-05-06;2016-05-06;0;*;Centro;Feiras;mutirao seguro ser atendido trabalhador devera agendar atendimento internet partir proximo dia endereco
SINE MÓVEL;2016-04-16;2016-04-16;0;*;Xaxim;Eventos Regionais;encaminhamento vagas emprego
SINE MÓVEL;2016-04-16;2016-04-16;0;*;Sítio Cercado;Eventos Regionais;emissao carteira vagas emprego
SINE MÓVEL;2016-04-16;2016-04-16;0;*;Cajuru;Eventos Regionais;encaminhamento vagas emprego
SINE MÓVEL;2016-04-18;2016-04-18;0;*;Novo Mundo;Eventos Regionais;emissao carteira vagas emprego
SINE MÓVEL;2016-04-19;2016-04-19;0;*;Sítio Cercado;Eventos Regionais;emissao carteira vagas emprego
SINE MÓVEL;2016-04-20;2016-04-20;0;*;Pinheirinho;Eventos Regionais;emissao carteira vagas emprego
Brincadeira Tem Hora;2016-04-21;2016-04-21;0;*;Juveve;Lazer;atividades recreativas toda familia brincadeiras direcionadas ludicidade socializacao integracao
Circuito de Vôlei;2016-04-23;2016-04-23;0;*;Alto Boqueirão;Esporte;evento esportivo aberto comunidade idade anos visa aumentar vivencia esportiva nesta
Roda de Leitura – “Acasos Pensados”;2016-04-19;2016-04-19;0;*;Alto Boqueirão;Cultura;atividade aberta publico intuito promover interacao livros atraves roda
Teatro - Onde é que eu existo?;2016-04-20;2016-04-20;0;*;Tatuquara;Cultura;informacoes
INAUGURAÇÃO - RUA DA CIDADANIA CAJURU;2016-04-23;2016-04-23;1;7;Cajuru;Inaugurações;oficinas criancas adultos jogos brincadeiras atracoes artisticas
I Simposio Nacional de Feiras Livres e Mercado Públicos;2016-04-28;2016-04-29;1;"5;6";Centro;Simpósios/Similares;maiores informacoes acesse link https
SINE Móvel;2016-04-26;2016-04-26;0;*;Pilarzinho;Eventos Regionais;intermediacao mao obra emissao carteira trabalho
SINE Móvel;2016-04-27;2016-04-27;0;*;Cidade Industrial de Curitiba;Eventos Regionais;intermediacao mao obra emissao carteira trabalho
Vôlei de Praia - Sub 17;2016-04-28;2016-04-28;0;*;Santo Inácio;Esporte;departamento esporte
Vôlei de Praia - Sub 15;2016-04-29;2016-04-29;0;*;Santo Inácio;Esporte;departamento esporte
Brincadeira Tem Hora;2016-04-30;2016-04-30;0;*;Rebouças;Lazer;atividades recreativas toda familia brincadeiras direcionadas ludicidade socializacao integracao familiar
Cem Voltas - Matriz;2016-04-27;2016-04-27;0;*;Jardim Botânico;Esporte;
Baile da 3ª Idade;2016-04-29;2016-04-29;0;*;Campo Comprido;Lazer;
Aulão de Zumba;2016-04-29;2016-04-29;0;*;Bacacheri;Lazer;zumba atividade mistura exercicios aerobicos movimentos danca latina atividade destinada
Torneio Decathlon;2016-04-30;2016-04-30;0;*;Santa Felicidade;Esporte;torneio alunos centro esporte lazer rua cidadania envolvendo modalidades futsal basquete volei ginastica
Aulão de Aerolocal;2016-04-30;2016-04-30;0;*;Tatuquara;Lazer;
Aulão de Alongamento;2016-04-30;2016-04-30;0;*;Tatuquara;Lazer;
Zumba e Circuit Funcional;2016-04-30;2016-04-30;0;*;Alto Boqueirão;Lazer;evento atividade fisica aberto comunidade sendo hora zumba hora exercicios funcionais exercicios aerobicos exercicios localizados exercicios resistencia muscular etc
OFICINA REGIONAL DE ADEQUAÇÃO DA LEI DE ZONEAMENTO;2016-05-02;2016-05-02;1;2;Cajuru;Eventos Regionais;apos participacao oficinas cidadaos subsidios apresentar contribuicoes durante periodo consultas publicas qua vai dia junho desde ano assugestoesda comunidadedevem ser encaminhadas devida identificacao autor meio site prefeitura municipalde curitiba seguinte endereco eletronico todas contribuicoesficaraodisponiveis visualizacao durante todo processo
PALESTRA SOBRE EMPREENDEDORISMO FEMININO;2016-05-17;2016-05-17;0;*;Cajuru;Simpósios/Similares;nan
FESTIVAL DE CULTURA POPULAR;2016-05-14;2016-05-14;1;7;Portão;Cultura;fundacao cultural curitiba divulgou relacao compositores selecionados participar festival cultura popular realizado proximos meses maio junho dentre inscricoes selecionadas composicoes musicais ineditas autores curitibanos receberao premio valor r dvd apresentacao festival cultura popular realizado tres etapas dias maio cancha esportes escola municipal papa joao xxiii portao maio centro esporte lazer avelino vieira tingui junho ginasio esportes portal futuro bairro novo sitio cercado
Festa do Dia das Mães;2016-05-06;2016-05-06;0;*;Xaxim;Lazer;baile alusivo dia maes eleicao rei rainha regional boqueirao concurso bolos
Cem Voltas - Matriz;2016-05-06;2016-05-06;0;*;Jardim Botânico;Esporte;informacoes
Ciranda das Curandeiras;2016-05-07;2016-05-07;0;*;Centro;Cultura;mulheres circulo despertando curandeira interior circulo parte todo atraves outros olhos oportunidade receber varios presentes vez acao contrapartida social projeto retrato gravacao cd babi farah realizado apoio fundo municipal cultura programa apoio incentivo cultura fundacao cultural curitiba prefeitura municipal curitiba apoio cultural portal
"Teatro – Norman; o Comedor de Livros";2016-05-04;2016-05-04;0;*;Cidade Industrial de Curitiba;Cultura;apresentacao peca teatro norman comedor criancas partir
Tarde Cultural com “Sarau das Mães”;2016-05-06;2016-05-06;0;*;Cajuru;Cultura;apresentacao cantor argentino tones cantando tangos boleros tira
Sábado das Mães no Portal do Futuro Cajuru;2016-05-07;2016-05-07;0;*;Cajuru;Lazer;atividades objetivo comemorar dia maes tarde raquo apresentacao ballet raquo aulao zumba maes raquo gincana danca maes filhos
Aulão de Ginástica do Mês da Família;2016-05-07;2016-05-07;0;*;Sítio Cercado;Lazer;informacoes
Aulão de Escalada Esportiva do Mês da Família;2016-05-07;2016-05-07;0;*;Sítio Cercado;Esporte;informacoes
Circuito de Bike - Infantil;2016-05-07;2016-05-07;0;*;Sítio Cercado;Esporte;trazer
Aulão de Zumba e Pilates;2016-05-07;2016-05-07;0;*;Tatuquara;Lazer;informacoes
Copa dos Campeões da Juventude – Futebol de Campo;2016-05-07;2016-05-07;0;*;Bairro Alto;Esporte;informacoes
Festival de Golf 7;2016-05-06;2016-05-06;0;*;Santa Felicidade;Esporte;informacoes
Capacitação PASE Associações;2016-05-07;2016-05-07;0;*;Alto Boqueirão;Cursos;informacoes
Jogos Municipais Femininos;2016-05-07;2016-05-07;0;*;Sítio Cercado;Esporte;modalidade voleibolinformacoes
Copa Curitiba de Natação Paralímpica;2016-05-07;2016-05-07;0;*;Tarumã;Esporte;informacoes
PEDALA CURITIBA BAIRRO NOVO;2016-05-02;2016-05-02;1;2;Sítio Cercado;Esporte;informacoes tel cesar augusto colaco ferreira
BRINCADEIRA TEM HORA;2016-05-07;2016-05-07;1;7;Sítio Cercado;Lazer;informacoes tel cesar augusto colaco ferreira
RUA DE LAZER;2016-05-07;2016-05-07;1;7;Sítio Cercado;Lazer;informacoes tel cesar augusto colaco ferreira
RUA DE LAZER;2016-05-07;2016-05-07;1;7;Sítio Cercado;Lazer;informacoes tel cesar augusto colaco ferreira
PEDALA CURITIBA BAIRRO NOVO;2016-05-09;2016-05-09;1;2;Sítio Cercado;Esporte;informacoes tel cesar augusto colaco ferreira
BAILE DIA DAS MÃES;2016-05-12;2016-05-12;1;5;Sítio Cercado;Lazer;informacoes tel cesar augusto colaco ferreira
FESTIVAL DE ATLETISMO / ESPORTE NA PRAÇA;2016-05-14;2016-05-14;1;7;Sítio Cercado;Esporte;informacoes tel cesar augusto colaco ferreira
RUA DE LAZER;2016-05-14;2016-05-14;1;7;Sítio Cercado;Lazer;informacoes tel cesar augusto colaco ferreira
RUA DE LAZER;2016-05-14;2016-05-14;1;7;Sítio Cercado;Lazer;informacoes tel cesar augusto colaco ferreira
PEDALA CURITIBA BAIRRO NOVO;2016-05-16;2016-05-16;1;2;Sítio Cercado;Esporte;informacoes tel cesar augusto colaco ferreira
DIA MUNDIAL DO BRINCAR;2016-05-21;2016-05-21;1;7;Sítio Cercado;Lazer;informacoes tel cesar augusto colaco ferreira
RUA DE LAZER;2016-05-21;2016-05-21;1;7;Sítio Cercado;Lazer;informacoes tel cesar augusto colaco ferreira
RUA DE LAZER;2016-05-21;2016-05-21;1;7;Sítio Cercado;Lazer;informacoes cesar augusto colaco ferreira
PEDALA CURITIBA BAIRRO NOVO;2016-05-23;2016-05-23;1;2;Sítio Cercado;Esporte;informacoes tel cesar augusto colaco ferreira
PEDALA CURITIBA BAIRRO NOVO;2016-05-30;2016-05-30;1;2;Sítio Cercado;Esporte;informacoes tel cesar augusto colaco ferreira
Encontro dos Comitês de Uso Racional de Medicamentos - Curame's da SMS;2016-05-06;2016-05-06;0;*;Centro;Cursos;tema uso racional medicamentos seguranca pacientes apresentados estudos realizados quatro curamesque encontram atualmente funcionamento secretaria municipal saude participacao diversas categorias profissionais sendo tres representantes macrodistritais representantes upas
OFICINAS REGIONAIS;2016-05-04;2016-05-04;1;4;Sítio Cercado;Eventos Regionais;oficinas regionais sobre processo adequacao lei zoneamento uso ocupacao solo plano diretor curitiba
Copa dos Campeões da Juventude – Futebol de Campo;2016-05-14;2016-05-14;0;*;Bairro Alto;Esporte;informacoes
Jogos Municipais Femininos;2016-05-14;2016-05-14;0;*;Bacacheri;Esporte;raquo voleibolinformacoes
Jogos Municipais Femininos;2016-05-15;2016-05-15;0;*;Centro;Esporte;raquo basquetebolinformacoes
Copa Trieste;2016-05-14;2016-05-14;0;*;Santa Felicidade;Esporte;futsal sub futebol society sub sub
Brincadeira Tem Hora;2016-05-13;2016-05-13;0;*;Centro;Lazer;atividades recreativas toda
Festival de Tênis Classe A e B;2016-05-15;2016-05-15;0;*;Xaxim;Esporte;torneio tenis campo promovido comunidade
Cem Voltas - Matriz;2016-05-11;2016-05-11;0;*;Jardim Botânico;Esporte;informacoes
Concurso “Masterchef” Portal Cajuru;2016-05-11;2016-05-11;0;*;Cajuru;Lazer;concurso tortas doces salgadas
Circuito de Vôlei;2016-05-23;2016-05-23;0;*;Alto Boqueirão;Esporte;evento esportivo aberto comunidade idade anos visa aumentar vivencia esportiva nesta
Roda de Leitura – Casa da Leitura;2016-05-10;2016-05-10;0;*;Alto Boqueirão;Cultura;atividade aberta publico intuito promover interacao livros atraves roda
AUDIÊNCIA PÚBLICA LDO 2017;2016-05-11;2016-05-11;0;*;Santo Inácio;Eventos Regionais;chegou hora prefeitura municipal curitiba apresentar resultados sugestoes comunidade conhecer investimentos cidade propostos lei diretrizes orcamentarias ldo cidade humana faz ouvindo moradores
Ciranda das Curandeiras;2016-05-07;2016-05-07;0;*;Centro;Cultura;mulheres circulo despertando curandeira interior circulo parte todo atraves outros olhos oportunidade receber varios presentes vez acao contrapartida social projeto retrato gravacao cd babi farah realizado apoio fundo municipal cultura programa apoio incentivo cultura fundacao cultural curitiba prefeitura municipal curitiba apoio cultural portal
Seminário Cuidado em Liberdade;2016-05-16;2016-05-17;0;*;Jardim Botânico;Saúde;curitiba sediara evento liberdade parte comemoracoes dia nacional luta antimanicomial encontro reune quatro acoes paralelas jornada economia solidaria saude mental trilhas incubadora social marista jornada saude mental ufpr seminario municipal saude mental seminario propulsao objetivo integracao iniciativas proporcionar diferentes abordagens tema produzindo promovendo conhecimentos favorecam articulacoes rede fortalecimento defesa cuidado
Ciclo de Debates Estado Planejamento e Administração Pública no Brasil;2016-05-19;2016-05-19;0;*;Centro;Cursos;ciclo debates planejamento administracao publica brasil ano direito cidadepalestrantes nelson saule professor programa pos graduacao direito urbanistico clovis ultramari professor curso pos graduacao gestao urbana sergio povoa pires presidente instituto pesquisa planejamento urbano curitiba rosana aparecida martinez kanufre superintendentedo instituto municipal administracao publica imapa inscricao podera ser realizada endereco http
PALESTRA - EMPREENDEDORISMO FEMININO;2016-05-17;2016-05-17;1;3;Cajuru;Cursos;presidente agencia curitiba palestrante sra ginagulineli paladino
Pedalão CIC;2016-05-22;2016-05-22;0;*;Cidade Industrial de Curitiba;Esporte;informacoes
Passeio Ciclístico – Pedala Boa Vista;2016-05-22;2016-05-22;0;*;Bacacheri;Lazer;informacoes
Jogos do PASE - Futsal;2016-05-20;2016-05-20;0;*;Capão Raso;Esporte;informacoes
Copa Integração Metropolitana - Futsal;2016-05-21;2016-05-21;0;*;Portão;Esporte;informacoes
Café Dançantes das Mães;2016-05-20;2016-05-20;0;*;Capão Raso;Lazer;homenagem objetivo valorizar maes regional promover integracao demais alunos centros regional
Dia da Família no Portal;2016-05-21;2016-05-21;0;*;Centro;Lazer;tarde atividades toda familia jogos gigantes aulao zumba alongamento pocket show cantora babi farah mostra trabalhos alunos educacao integrada mostra fotografica atividades oferecidas portal futuro
1º Festival de Xadrez;2016-05-21;2016-05-21;0;*;Alto Boqueirão;Esporte;evento gratuito inscricoes dia qualquer pessoa interessada partir anos festival visa divulgar fomentar participacao comunidade modalidade
